Age,Gender,Disability,MaritalStatus,Caste,Aadhaar,Mobile,District,Scheme
38,Female,1,Single,GEN,1,1,SHOPIAN,IGNDPS
31,Male,1,Single,GEN,1,1,SHOPIAN,IGNDPS
56,Male,1,Single,ST,1,1,SHOPIAN,IGNDPS
44,Female,1,Married,GEN,1,0,SHOPIAN,IGNDPS
59,Male,1,Single,GEN,1,1,SHOPIAN,IGNDPS
34,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
56,Female,1,Married,GEN,1,0,SHOPIAN,IGNDPS
52,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
41,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
53,Female,1,Married,GEN,1,1,SHOPIAN,IGNDPS
48,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
31,Female,1,Single,GEN,1,1,SHOPIAN,IGNDPS
37,Female,1,Single,GEN,1,1,SHOPIAN,IGNDPS
21,Male,1,Single,GEN,1,1,SHOPIAN,IGNDPS
57,Female,1,Single,ST,1,0,SHOPIAN,IGNDPS
54,Male,1,Single,GEN,1,1,SHOPIAN,IGNDPS
59,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
53,Female,1,Single,GEN,1,1,SHOPIAN,IGNDPS
50,Male,1,Single,GEN,1,0,SHOPIAN,IGNDPS
53,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
48,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
29,Male,1,Single,ST,1,1,SHOPIAN,IGNDPS
18,Male,1,Single,GEN,1,1,SHOPIAN,IGNDPS
51,Male,1,Single,GEN,1,1,SHOPIAN,IGNDPS
36,Female,1,Married,ST,1,0,SHOPIAN,IGNDPS
45,Male,1,Single,GEN,1,0,SHOPIAN,IGNDPS
57,Male,1,Single,GEN,1,1,SHOPIAN,IGNDPS
44,Male,1,Single,GEN,1,0,SHOPIAN,IGNDPS
44,Female,1,Single,GEN,1,1,SHOPIAN,IGNDPS
22,Female,1,Single,GEN,1,1,SHOPIAN,IGNDPS
19,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
42,Female,1,Single,GEN,1,0,SHOPIAN,IGNDPS
33,Female,1,Single,GEN,1,1,SHOPIAN,IGNDPS
30,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
23,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
27,Female,1,Single,GEN,1,1,SHOPIAN,IGNDPS
46,Male,1,Married,GEN,1,0,SHOPIAN,IGNDPS
55,Female,1,Married,GEN,1,1,SHOPIAN,IGNDPS
20,Female,1,Married,GEN,1,1,SHOPIAN,IGNDPS
45,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
36,Male,1,Single,GEN,1,1,SHOPIAN,IGNDPS
56,Male,1,Single,GEN,1,0,SHOPIAN,IGNDPS
55,Female,1,Married,GEN,1,1,SHOPIAN,IGNDPS
46,Female,1,Single,GEN,1,1,SHOPIAN,IGNDPS
31,Female,1,Married,GEN,1,1,SHOPIAN,IGNDPS
37,Female,1,Married,GEN,1,1,SHOPIAN,IGNDPS
26,Male,1,Single,ST,1,1,SHOPIAN,IGNDPS
21,Female,1,Married,GEN,1,1,SHOPIAN,IGNDPS
30,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
44,Female,1,Single,GEN,1,0,SHOPIAN,IGNDPS
23,Female,1,Married,GEN,1,1,SHOPIAN,IGNDPS
49,Male,1,Single,ST,1,0,SHOPIAN,IGNDPS
27,Male,1,Single,GEN,1,0,SHOPIAN,IGNDPS
39,Male,1,Single,GEN,1,1,SHOPIAN,IGNDPS
18,Male,1,Single,GEN,1,0,SHOPIAN,IGNDPS
37,Female,1,Single,GEN,1,1,SHOPIAN,IGNDPS
39,Male,1,Single,GEN,1,1,SHOPIAN,IGNDPS
34,Male,1,Married,GEN,1,1,SHOPIAN,IGNDPS
60,Female,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
70,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
79,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
83,Female,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
80,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
87,Male,0,Single,ST,1,0,SHOPIAN,IGNOAPS
63,Male,0,Single,GEN,1,0,SHOPIAN,IGNOAPS
75,Female,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
89,Female,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
82,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
83,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
76,Male,0,Widowed,GEN,1,0,SHOPIAN,IGNOAPS
65,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
60,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
62,Female,0,Married,GEN,1,0,SHOPIAN,IGNOAPS
77,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
62,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
70,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
78,Female,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
78,Female,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
77,Male,0,Married,GEN,1,0,SHOPIAN,IGNOAPS
87,Male,0,Married,ST,1,0,SHOPIAN,IGNOAPS
68,Female,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
83,Female,0,Married,ST,1,1,SHOPIAN,IGNOAPS
81,Female,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
77,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
71,Female,0,Single,ST,1,1,SHOPIAN,IGNOAPS
84,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
86,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
85,Female,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
60,Male,0,Married,ST,1,1,SHOPIAN,IGNOAPS
75,Male,0,Single,GEN,1,0,SHOPIAN,IGNOAPS
66,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
69,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
88,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
76,Male,0,Single,ST,1,0,SHOPIAN,IGNOAPS
77,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
77,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
64,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
83,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
86,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
84,Male,0,Married,GEN,1,0,SHOPIAN,IGNOAPS
77,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
74,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
84,Female,0,Single,ST,1,0,SHOPIAN,IGNOAPS
65,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
62,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
71,Male,0,Widowed,GEN,1,0,SHOPIAN,IGNOAPS
73,Male,0,Widowed,GEN,1,0,SHOPIAN,IGNOAPS
89,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
73,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
79,Female,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
61,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
67,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
81,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
64,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
60,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
75,Female,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
90,Female,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
67,Male,0,Widowed,GEN,1,0,SHOPIAN,IGNOAPS
64,Female,0,Single,ST,1,1,SHOPIAN,IGNOAPS
65,Female,0,Single,GEN,1,0,SHOPIAN,IGNOAPS
86,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
82,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
83,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
74,Male,0,Single,ST,1,1,SHOPIAN,IGNOAPS
77,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
61,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
78,Female,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
85,Female,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
70,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
69,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNOAPS
89,Female,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
67,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
79,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
67,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
83,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNOAPS
63,Male,0,Widowed,GEN,1,0,SHOPIAN,IGNOAPS
81,Female,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
81,Female,0,Single,GEN,1,0,SHOPIAN,IGNOAPS
88,Male,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
87,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
86,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNOAPS
74,Male,0,Married,GEN,1,0,SHOPIAN,IGNOAPS
63,Female,0,Married,ST,1,1,SHOPIAN,IGNOAPS
88,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
90,Male,0,Married,GEN,1,0,SHOPIAN,IGNOAPS
87,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
86,Male,0,Widowed,GEN,1,0,SHOPIAN,IGNOAPS
66,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
76,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
62,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
83,Male,0,Single,ST,1,0,SHOPIAN,IGNOAPS
76,Female,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
68,Female,0,Married,ST,1,1,SHOPIAN,IGNOAPS
71,Female,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
83,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
78,Male,0,Married,GEN,1,1,SHOPIAN,IGNOAPS
84,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
77,Male,0,Single,GEN,1,1,SHOPIAN,IGNOAPS
43,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
54,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
42,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
72,Female,0,Widowed,ST,1,0,SHOPIAN,IGNWPS
42,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
43,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
67,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
64,Female,0,Widowed,ST,1,1,SHOPIAN,IGNWPS
59,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
44,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
41,Female,0,Widowed,ST,1,1,SHOPIAN,IGNWPS
51,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
65,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
47,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
44,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
43,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
78,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
45,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
76,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
47,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
75,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
66,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
60,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
40,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
64,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
47,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
52,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
65,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
71,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
41,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
72,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
64,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
51,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
64,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
71,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
64,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
77,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
74,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
64,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
58,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
74,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
45,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
71,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
60,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
56,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
70,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
41,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
42,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
41,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
65,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
64,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
46,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
57,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
77,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
41,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
49,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
79,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
48,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
63,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
56,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
44,Female,0,Widowed,ST,1,1,SHOPIAN,IGNWPS
72,Female,0,Widowed,ST,1,0,SHOPIAN,IGNWPS
63,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
40,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
60,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
57,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
53,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
59,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
75,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
69,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
44,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
74,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
74,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
47,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
80,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
70,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
67,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
61,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
63,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
73,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
41,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
40,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
61,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
79,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
80,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
48,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
45,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
61,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
50,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
76,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
73,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
68,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
47,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
64,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
73,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
65,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
45,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
42,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
59,Female,0,Widowed,GEN,1,0,SHOPIAN,IGNWPS
63,Female,0,Widowed,GEN,1,1,SHOPIAN,IGNWPS
43,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
58,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
38,Male,1,Married,ST,1,0,GANDERWAL,IGNDPS
56,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
25,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
32,Male,1,Single,ST,1,1,GANDERWAL,IGNDPS
58,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
41,Male,1,Married,OBC,1,0,GANDERWAL,IGNDPS
54,Male,1,Married,GEN,1,0,GANDERWAL,IGNDPS
49,Female,1,Single,OBC,1,1,GANDERWAL,IGNDPS
32,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
49,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
49,Male,1,Single,OBC,1,1,GANDERWAL,IGNDPS
51,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
54,Female,1,Married,OBC,1,1,GANDERWAL,IGNDPS
59,Female,1,Single,OBC,1,1,GANDERWAL,IGNDPS
55,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
49,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
53,Male,1,Married,GEN,1,0,GANDERWAL,IGNDPS
51,Male,1,Single,OBC,1,1,GANDERWAL,IGNDPS
57,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
35,Female,1,Married,OBC,1,1,GANDERWAL,IGNDPS
18,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
54,Male,1,Single,OBC,1,1,GANDERWAL,IGNDPS
29,Male,1,Married,ST,1,1,GANDERWAL,IGNDPS
51,Female,1,Single,OBC,1,1,GANDERWAL,IGNDPS
53,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
30,Male,1,Single,ST,1,0,GANDERWAL,IGNDPS
20,Male,1,Single,ST,1,1,GANDERWAL,IGNDPS
44,Female,1,Married,OBC,1,1,GANDERWAL,IGNDPS
51,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
56,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
38,Male,1,Married,ST,1,1,GANDERWAL,IGNDPS
26,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
60,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
59,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
29,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
23,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
23,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
29,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
51,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
26,Male,1,Single,ST,1,1,GANDERWAL,IGNDPS
24,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
56,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
56,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
45,Female,1,Married,ST,1,1,GANDERWAL,IGNDPS
40,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
50,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
56,Male,1,Married,ST,1,1,GANDERWAL,IGNDPS
49,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
49,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
47,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
57,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
43,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
31,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
53,Male,1,Single,ST,1,1,GANDERWAL,IGNDPS
18,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
35,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
46,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
55,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
48,Male,1,Married,OBC,1,1,GANDERWAL,IGNDPS
51,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
35,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
57,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
29,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
42,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
53,Male,1,Married,OBC,1,1,GANDERWAL,IGNDPS
30,Male,1,Single,ST,1,1,GANDERWAL,IGNDPS
56,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
22,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
53,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
46,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
48,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
58,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
27,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
55,Female,1,Married,ST,1,0,GANDERWAL,IGNDPS
57,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
18,Male,1,Single,ST,1,1,GANDERWAL,IGNDPS
60,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
60,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
38,Male,1,Single,OBC,1,1,GANDERWAL,IGNDPS
34,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
22,Male,1,Single,OBC,1,1,GANDERWAL,IGNDPS
27,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
60,Female,1,Married,ST,1,1,GANDERWAL,IGNDPS
40,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
22,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
45,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
39,Female,1,Married,ST,1,1,GANDERWAL,IGNDPS
48,Male,1,Married,ST,1,1,GANDERWAL,IGNDPS
53,Female,1,Single,OBC,1,1,GANDERWAL,IGNDPS
54,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
39,Female,1,Single,ST,1,1,GANDERWAL,IGNDPS
59,Female,1,Single,GEN,1,1,GANDERWAL,IGNDPS
42,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
42,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
19,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
29,Female,1,Married,GEN,1,1,GANDERWAL,IGNDPS
18,Male,1,Single,GEN,1,1,GANDERWAL,IGNDPS
35,Male,1,Married,GEN,1,1,GANDERWAL,IGNDPS
66,Female,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
76,Female,0,Married,GEN,1,0,GANDERWAL,IGNOAPS
64,Male,0,Single,ST,1,1,GANDERWAL,IGNOAPS
73,Male,0,Married,OBC,1,1,GANDERWAL,IGNOAPS
62,Male,0,Single,OBC,1,0,GANDERWAL,IGNOAPS
79,Female,0,Widowed,OBC,1,1,GANDERWAL,IGNOAPS
66,Female,0,Single,GEN,1,1,GANDERWAL,IGNOAPS
85,Female,0,Single,GEN,1,1,GANDERWAL,IGNOAPS
82,Male,0,Widowed,OBC,1,1,GANDERWAL,IGNOAPS
66,Male,0,Single,ST,1,1,GANDERWAL,IGNOAPS
82,Male,0,Married,GEN,1,1,GANDERWAL,IGNOAPS
67,Female,0,Married,GEN,1,0,GANDERWAL,IGNOAPS
77,Female,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
78,Male,0,Married,OBC,1,1,GANDERWAL,IGNOAPS
63,Female,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
73,Male,0,Single,OBC,1,1,GANDERWAL,IGNOAPS
68,Male,0,Single,GEN,1,1,GANDERWAL,IGNOAPS
64,Male,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
66,Female,0,Single,ST,1,1,GANDERWAL,IGNOAPS
84,Female,0,Married,OBC,1,1,GANDERWAL,IGNOAPS
69,Male,0,Single,ST,1,1,GANDERWAL,IGNOAPS
79,Female,0,Single,OBC,1,1,GANDERWAL,IGNOAPS
64,Male,0,Married,GEN,1,1,GANDERWAL,IGNOAPS
73,Male,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
81,Male,0,Married,OBC,1,1,GANDERWAL,IGNOAPS
82,Male,0,Married,GEN,1,0,GANDERWAL,IGNOAPS
70,Male,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
75,Male,0,Married,OBC,1,1,GANDERWAL,IGNOAPS
73,Male,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
69,Male,0,Married,OBC,1,1,GANDERWAL,IGNOAPS
71,Male,0,Widowed,OBC,1,1,GANDERWAL,IGNOAPS
87,Male,0,Single,GEN,1,1,GANDERWAL,IGNOAPS
75,Female,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
79,Male,0,Single,OBC,1,1,GANDERWAL,IGNOAPS
60,Male,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
71,Female,0,Single,GEN,1,1,GANDERWAL,IGNOAPS
66,Female,0,Married,ST,1,1,GANDERWAL,IGNOAPS
89,Male,0,Single,OBC,1,1,GANDERWAL,IGNOAPS
88,Male,0,Married,GEN,1,1,GANDERWAL,IGNOAPS
83,Male,0,Single,GEN,1,1,GANDERWAL,IGNOAPS
82,Female,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
71,Male,0,Single,GEN,1,1,GANDERWAL,IGNOAPS
89,Male,0,Single,OBC,1,1,GANDERWAL,IGNOAPS
73,Male,0,Widowed,OBC,1,1,GANDERWAL,IGNOAPS
70,Male,0,Married,OBC,1,0,GANDERWAL,IGNOAPS
71,Male,0,Widowed,GEN,1,0,GANDERWAL,IGNOAPS
74,Male,0,Single,GEN,1,1,GANDERWAL,IGNOAPS
69,Male,0,Single,OBC,1,1,GANDERWAL,IGNOAPS
72,Female,0,Widowed,OBC,1,0,GANDERWAL,IGNOAPS
79,Female,0,Single,GEN,1,1,GANDERWAL,IGNOAPS
68,Female,0,Widowed,GEN,1,1,GANDERWAL,IGNOAPS
86,Female,0,Single,OBC,1,1,GANDERWAL,IGNOAPS
